order_id,order_date,region,channel,product_category,customer_segment,units,unit_price,discount_pct,revenue,shipping_days,satisfaction
ORD-00299,2025-12-04,West,phone,Audio,SMB,7,184.08,20,1030.85,3,5
ORD-00353,2025-12-04,North,web,Displays,SMB,5,567.15,10,2552.18,6,2
ORD-00106,2025-12-05,Central,web,Networking,SMB,2,309.32,10,556.78,5,4
ORD-00350,2025-12-05,North,web,Displays,SMB,2,585.65,5,1112.73,2,4
ORD-00357,2025-12-05,South,mobile,Peripherals,SMB,8,86.87,0,694.96,5,3
ORD-00373,2025-12-05,East,mobile,Peripherals,SMB,2,87.09,5,165.47,2,5
ORD-00105,2025-12-06,West,mobile,Networking,Mid-Market,4,331.56,10,1193.62,1,5
ORD-00290,2025-12-06,West,web,Storage,SMB,5,145.44,5,690.84,3,5
ORD-00019,2025-12-07,West,partner,Storage,Mid-Market,8,156.88,0,1255.04,8,4
ORD-00074,2025-12-07,East,mobile,Networking,SMB,2,339.33,15,576.86,3,5
ORD-00173,2025-12-07,South,web,Peripherals,Enterprise,4,116.03,0,464.12,4,5
ORD-00194,2025-12-07,South,web,Displays,SMB,5,569.16,0,2845.8,2,5
ORD-00351,2025-12-07,South,web,Storage,Mid-Market,4,153.54,15,522.04,2,
ORD-00028,2025-12-08,East,web,Storage,Mid-Market,3,159.87,5,455.63,3,4
ORD-00288,2025-12-08,East,partner,Displays,Mid-Market,2,604.79,5,1149.1,4,5
ORD-00266,2025-12-09,West,phone,Storage,Mid-Market,3,150.94,0,452.82,3,5
ORD-00306,2025-12-09,South,mobile,Audio,SMB,7,185.36,5,1232.64,3,5
ORD-00381,2025-12-10,East,web,Peripherals,Mid-Market,2,96.25,0,192.5,2,4
ORD-00118,2025-12-11,East,web,Displays,SMB,5,551.45,5,2619.39,3,4
ORD-00198,2025-12-11,West,mobile,Displays,SMB,3,621.52,5,1771.33,3,4
ORD-00261,2025-12-11,South,partner,Displays,Mid-Market,3,588.81,10,1589.79,8,3
ORD-00002,2025-12-12,West,web,Storage,Mid-Market,2,153.15,15,260.36,3,5
ORD-00129,2025-12-12,East,web,Peripherals,SMB,3,97.18,0,291.54,2,4
ORD-00305,2025-12-12,South,web,Audio,SMB,7,197.83,10,1246.33,5,5
ORD-00090,2025-12-13,South,phone,Networking,Enterprise,5,412.48,15,1753.04,1,
ORD-00092,2025-12-13,North,phone,Storage,Enterprise,4,185.35,20,593.12,1,
ORD-00219,2025-12-13,Central,web,Storage,Mid-Market,5,162.74,0,813.7,2,5
ORD-00365,2025-12-13,West,mobile,Audio,SMB,4,205.37,0,821.48,1,5
ORD-00043,2025-12-14,East,partner,Displays,Enterprise,4,777.23,0,3108.92,6,2
ORD-00298,2025-12-14,Central,web,Storage,SMB,5,140.51,15,597.17,3,5
ORD-00023,2025-12-16,Central,web,Storage,Mid-Market,3,166.29,15,424.04,3,3
ORD-00164,2025-12-16,East,web,Audio,Mid-Market,8,202.83,0,1622.64,4,5
ORD-00360,2025-12-16,North,web,Peripherals,SMB,3,97.25,10,262.57,2,4
ORD-00330,2025-12-17,West,mobile,Networking,Mid-Market,4,337.43,10,1214.75,3,4
ORD-00210,2025-12-18,East,phone,Peripherals,SMB,7,94.71,0,662.97,6,
ORD-00196,2025-12-19,North,web,Networking,SMB,5,308.2,15,1309.85,1,5
ORD-00213,2025-12-20,North,partner,Networking,Mid-Market,2,338.48,20,541.57,10,4
ORD-00257,2025-12-20,West,partner,Audio,SMB,2,204.16,0,408.32,8,
ORD-00354,2025-12-20,Central,mobile,Storage,Mid-Market,6,149.39,0,896.34,4,5
ORD-00378,2025-12-20,West,phone,Storage,SMB,3,153.27,5,436.82,3,4
ORD-00388,2025-12-20,West,mobile,Storage,Mid-Market,6,169.31,15,863.48,3,
ORD-00080,2025-12-21,East,mobile,Storage,SMB,7,154.54,0,1081.78,2,5
ORD-00348,2025-12-21,West,mobile,Networking,SMB,5,309.38,0,1546.9,3,5
ORD-00140,2025-12-22,North,web,Displays,Mid-Market,5,611.85,0,3059.25,2,5
ORD-00154,2025-12-22,Central,mobile,Displays,SMB,4,559.54,15,1902.44,2,4
ORD-00346,2025-12-22,West,web,Audio,SMB,3,187.35,10,505.84,3,5
ORD-00030,2025-12-23,North,phone,Storage,SMB,1,143.57,10,129.21,1,5
ORD-00319,2025-12-23,North,web,Displays,SMB,2,563.35,10,1014.03,4,4
ORD-00153,2025-12-24,South,partner,Networking,Enterprise,3,411.57,15,1049.5,7,4
ORD-00239,2025-12-24,Central,phone,Storage,SMB,4,146.74,0,586.96,1,5
ORD-00283,2025-12-24,South,web,Storage,Enterprise,5,184.84,0,924.2,5,4
ORD-00309,2025-12-24,North,partner,Networking,SMB,2,349.02,5,663.14,9,3
ORD-00367,2025-12-24,East,web,Peripherals,Mid-Market,4,100.43,15,341.46,4,4
ORD-00144,2025-12-25,West,partner,Networking,Enterprise,3,419.57,0,1258.71,9,4
ORD-00231,2025-12-25,South,partner,Storage,Mid-Market,3,151.22,5,430.98,8,3
ORD-00292,2025-12-25,North,mobile,Storage,Mid-Market,4,149.88,0,599.52,1,5
ORD-00181,2025-12-26,East,partner,Audio,SMB,4,200.1,5,760.38,6,5
ORD-00326,2025-12-26,South,partner,Storage,Mid-Market,6,158.48,15,808.25,7,3
ORD-00094,2025-12-27,East,web,Displays,Mid-Market,3,589.59,0,1768.77,3,5
ORD-00314,2025-12-27,West,phone,Networking,Enterprise,3,422.07,5,1202.9,1,
ORD-00368,2025-12-27,West,web,Storage,SMB,7,144.62,10,911.11,2,4
ORD-00374,2025-12-27,North,web,Peripherals,Enterprise,5,116.46,5,553.18,4,
ORD-00405,2025-12-27,North,web,Peripherals,SMB,5,87.07,0,435.35,4,5
ORD-00385,2025-12-28,East,mobile,Audio,SMB,3,185.48,0,556.44,4,5
ORD-00411,2025-12-28,South,web,Peripherals,Enterprise,5,120.91,10,544.1,5,4
ORD-00014,2025-12-30,West,web,Networking,Enterprise,3,414.2,10,1118.34,1,5
ORD-00188,2025-12-30,Central,mobile,Networking,SMB,2,330.25,0,660.5,3,5
ORD-00379,2025-12-30,Central,web,Storage,Enterprise,3,181.48,10,490.0,2,5
ORD-00031,2025-12-31,East,mobile,Audio,SMB,5,199.15,10,896.18,4,4
ORD-00253,2025-12-31,East,web,Peripherals,SMB,2,89.86,0,179.72,2,4
ORD-00404,2025-12-31,North,partner,Networking,SMB,6,350.76,0,2104.56,9,3
ORD-00135,2026-01-01,West,phone,Storage,Mid-Market,3,163.07,20,391.37,3,5
ORD-00101,2026-01-02,Central,mobile,Displays,SMB,2,604.3,10,1087.74,2,5
ORD-00149,2026-01-02,West,mobile,Peripherals,Mid-Market,3,94.18,0,282.54,1,5
ORD-00093,2026-01-03,West,web,Peripherals,SMB,5,96.65,5,459.09,1,5
ORD-00331,2026-01-03,South,mobile,Audio,SMB,1,186.6,15,158.61,1,5
ORD-00010,2026-01-04,South,web,Storage,Mid-Market,3,162.05,0,486.15,1,
ORD-00120,2026-01-04,West,partner,Peripherals,SMB,3,86.38,0,259.14,5,4
ORD-00204,2026-01-04,North,web,Storage,Mid-Market,3,163.18,0,489.54,2,5
ORD-00369,2026-01-04,North,web,Displays,SMB,4,561.65,5,2134.27,4,5
ORD-00184,2026-01-05,West,web,Displays,Enterprise,3,757.82,0,2273.46,4,4
ORD-00218,2026-01-05,East,mobile,Networking,Mid-Market,5,326.31,20,1305.24,1,3
ORD-00112,2026-01-06,Central,mobile,Networking,SMB,4,335.86,0,1343.44,3,5
ORD-00157,2026-01-07,West,mobile,Peripherals,SMB,5,95.71,10,430.69,3,5
ORD-00315,2026-01-07,West,web,Peripherals,Mid-Market,5,96.46,5,458.18,2,5
ORD-00037,2026-01-08,Central,web,Peripherals,Enterprise,3,118.44,15,302.02,1,5
ORD-00281,2026-01-09,East,web,Networking,Mid-Market,3,361.07,0,1083.21,2,5
ORD-00004,2026-01-10,South,mobile,Networking,SMB,5,351.43,5,1669.29,2,4
ORD-00097,2026-01-10,North,partner,Audio,SMB,4,211.77,20,677.66,8,3
ORD-00098,2026-01-10,East,web,Storage,SMB,3,157.25,10,424.57,4,5
ORD-00245,2026-01-10,North,mobile,Peripherals,Enterprise,4,111.76,0,447.04,2,5
ORD-00060,2026-01-11,East,partner,Displays,SMB,1,619.22,5,588.26,9,4
ORD-00177,2026-01-11,East,web,Displays,Mid-Market,4,655.71,0,2622.84,1,5
ORD-00156,2026-01-12,West,phone,Audio,Mid-Market,7,201.54,10,1269.7,6,4
ORD-00316,2026-01-12,North,phone,Peripherals,Mid-Market,2,97.78,0,195.56,3,3
ORD-00020,2026-01-14,North,phone,Networking,Enterprise,2,394.51,10,710.12,4,4
ORD-00229,2026-01-14,North,web,Networking,Enterprise,2,432.97,5,822.64,3,5
ORD-00300,2026-01-14,South,web,Peripherals,Mid-Market,3,101.85,0,305.55,4,4
ORD-00403,2026-01-14,North,mobile,Networking,SMB,3,311.92,15,795.4,4,4
ORD-00152,2026-01-16,North,partner,Peripherals,Enterprise,4,123.65,5,469.87,6,5
ORD-00260,2026-01-16,South,mobile,Networking,SMB,4,331.95,5,1261.41,1,5
ORD-00215,2026-01-17,South,web,Displays,Mid-Market,6,632.98,0,3797.88,6,4
ORD-00340,2026-01-17,Central,web,Storage,Enterprise,4,196.27,0,785.08,3,5
ORD-00384,2026-01-17,East,mobile,Audio,Mid-Market,1,198.56,5,188.63,3,
ORD-00117,2026-01-18,North,mobile,Networking,SMB,6,348.91,5,1988.79,1,5
ORD-00178,2026-01-18,Central,partner,Peripherals,SMB,6,86.12,5,490.88,8,4
ORD-00035,2026-01-19,South,phone,Networking,SMB,2,316.83,0,633.66,4,5
ORD-00197,2026-01-19,West,mobile,Displays,SMB,3,584.62,5,1666.17,5,5
ORD-00270,2026-01-19,East,web,Peripherals,Mid-Market,4,95.3,10,343.08,2,5
ORD-00289,2026-01-19,North,web,Audio,Mid-Market,2,219.18,0,438.36,1,5
ORD-00304,2026-01-19,East,mobile,Displays,SMB,2,570.62,0,1141.24,1,4
ORD-00366,2026-01-19,South,mobile,Networking,Mid-Market,6,375.67,5,2141.32,2,5
ORD-00085,2026-01-20,Central,web,Storage,Mid-Market,4,159.21,5,605.0,3,5
ORD-00342,2026-01-20,East,phone,Networking,Mid-Market,8,375.4,0,3003.2,4,5
ORD-00301,2026-01-21,Central,mobile,Peripherals,Mid-Market,4,104.61,0,418.44,2,5
ORD-00380,2026-01-21,Central,web,Displays,SMB,3,556.18,15,1418.26,4,4
ORD-00073,2026-01-22,East,web,Storage,SMB,1,160.14,0,160.14,2,5
ORD-00078,2026-01-22,West,mobile,Peripherals,Mid-Market,4,95.9,15,326.06,2,5
ORD-00122,2026-01-22,North,mobile,Storage,Enterprise,4,192.51,20,616.03,3,5
ORD-00191,2026-01-24,Central,mobile,Peripherals,Mid-Market,5,100.31,0,501.55,1,5
ORD-00341,2026-01-24,North,mobile,Peripherals,Mid-Market,5,94.37,10,424.67,3,4
ORD-00024,2026-01-25,East,partner,Displays,SMB,6,618.81,0,3712.86,7,4
ORD-00121,2026-01-25,North,mobile,Networking,SMB,4,337.49,0,1349.96,3,5
ORD-00285,2026-01-25,West,mobile,Peripherals,Mid-Market,8,96.98,15,659.46,3,3
ORD-00012,2026-01-26,East,web,Networking,Mid-Market,3,365.0,0,1095.0,5,4
ORD-00018,2026-01-26,East,mobile,Networking,Enterprise,1,421.45,0,421.45,2,4
ORD-00070,2026-01-26,West,web,Storage,Mid-Market,6,167.58,0,1005.48,4,5
ORD-00127,2026-01-26,South,web,Peripherals,SMB,1,97.74,20,78.19,4,
ORD-00243,2026-01-26,East,phone,Networking,Mid-Market,6,363.36,10,1962.14,4,4
ORD-00321,2026-01-26,South,mobile,Networking,SMB,3,326.9,15,833.59,4,5
ORD-00007,2026-01-27,North,web,Storage,SMB,7,149.8,10,943.74,3,5
ORD-00161,2026-01-27,East,web,Audio,Enterprise,5,242.85,15,1032.11,4,5
ORD-00206,2026-01-28,North,web,Audio,Mid-Market,5,201.92,0,1009.6,1,4
ORD-00255,2026-01-28,West,mobile,Networking,SMB,3,319.02,5,909.21,1,5
ORD-00008,2026-01-30,East,web,Storage,Enterprise,2,192.34,0,384.68,5,5
ORD-00131,2026-01-30,South,mobile,Audio,Enterprise,3,247.1,0,741.3,3,4
ORD-00207,2026-01-30,Central,web,Audio,SMB,1,210.91,20,168.73,2,4
ORD-00223,2026-01-30,North,phone,Storage,SMB,3,152.82,5,435.54,1,5
ORD-00236,2026-01-30,Central,phone,Peripherals,Mid-Market,7,96.52,0,675.64,2,5
ORD-00056,2026-01-31,East,web,Storage,Mid-Market,5,155.87,0,779.35,1,5
ORD-00065,2026-02-01,East,web,Displays,Mid-Market,4,618.45,0,2473.8,3,5
ORD-00244,2026-02-01,South,mobile,Networking,SMB,2,334.8,5,636.12,7,
ORD-00262,2026-02-01,West,phone,Storage,Mid-Market,6,170.79,10,922.27,4,5
ORD-00046,2026-02-02,West,phone,Networking,SMB,4,341.84,10,1230.62,4,5
ORD-00246,2026-02-02,South,phone,Networking,SMB,2,319.31,0,638.62,3,4
ORD-00005,2026-02-03,West,web,Displays,SMB,1,567.48,0,567.48,4,5
ORD-00139,2026-02-03,East,web,Audio,SMB,7,200.39,15,1192.32,2,5
ORD-00311,2026-02-03,Central,partner,Audio,Enterprise,5,240.09,10,1080.4,4,5
ORD-00195,2026-02-04,South,mobile,Audio,SMB,2,207.47,5,394.19,1,5
ORD-00327,2026-02-04,East,partner,Audio,Mid-Market,1,217.24,10,195.52,7,3
ORD-00051,2026-02-05,South,web,Storage,SMB,1,145.28,10,130.75,2,5
ORD-00145,2026-02-05,North,mobile,Networking,Mid-Market,5,358.77,0,1793.85,1,5
ORD-00249,2026-02-05,North,mobile,Storage,SMB,4,156.2,0,624.8,2,4
ORD-00359,2026-02-05,South,mobile,Networking,SMB,5,333.37,10,1500.16,2,5
ORD-00412,2026-02-05,East,partner,Networking,SMB,3,325.52,5,927.73,6,4
ORD-00063,2026-02-06,North,web,Audio,Enterprise,2,241.99,10,435.58,1,5
ORD-00158,2026-02-06,West,web,Peripherals,SMB,2,87.8,15,149.26,3,4
ORD-00376,2026-02-06,North,mobile,Audio,Enterprise,5,243.43,5,1156.29,1,
